Zona,Immuebla,Edificio,Uso,Calle,Calle2,Colonia,Delegación/Colonia,Año estimado de construcción,Número de pisos:,Sistema estructural,Periodo estimado de la estructura (Te),Periodo estimado del suelo (Ts),amax Estructura,amax Suelo,Cociente Te/Ts,Daño,Daño en Estructuras,Observaciones,Agravante de los daños,MM,Geometry
17M,17M|COY_45,Edificio,Edificio de departamentos,Manuela Sáenz 43,Esq. Av. Alfredo V. Bonfil,Presidentes Ejidales Secc. 2,Coyoacán,0,5,Marcos de concreto con muros de mampostería,0.48,1.387191,96.41911,216.8832,0.3460231,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Grandes grietas en la planta bajo del edificio,Planta baja débil,4470,"POLYGON((-99.1229927029563 19.3242361674241, -99.1230088712258 19.3240561370684, -99.1230818391172 19.3240613660601, -99.1230658805207 19.3242414867487))"
17M,17M|COY_76,Edificio,Edificio de departamentos,José María Morelos 30,Xotepingo y Pedro Arvizu,Emiliano Zapata,Coyoacán,1978,5,Muros de mampostería confinada,0.395,1.0811,110.0727,368.9383,0.3653685,Menores,Grietas en acabados y elementos no estructurales,Se presentaron pequeñas grietas en columnas del primer nivel y en un muro,"Planta baja débil
Irregularidad en planta",4815,"POLYGON((-99.1376574375767 19.3273365144555, -99.1380898095355 19.3272713959467, -99.1381054563586 19.3273681784108, -99.1376659617083 19.3274346359975, -99.1376638259162 19.3274101101315))"
17M,17M|COY_89,Edificio,Edificio de departamentos,Av. Alfredo V. Bonfil 0,Virgilio Uribe y Tepetlapa,Alianza Popular Revolucionaria,Coyoacán,1977,5,Marcos de concreto con muros de mampostería,0.48,1.444784,89.32259,156.8853,0.3322295,Menores,Grietas en acabados y elementos no estructurales,Se presenta una grieta en un muro lateral del edificio en el quinto nivel,Irregularidad en planta,4480,"POLYGON((-99.1223511808772 19.3279158264373, -99.1223557281542 19.3278836643839, -99.1223651750749 19.3278836617075, -99.1223746855299 19.3278022947059, -99.1223657220845 19.3277993152142, -99.1223696183744 19.3277754126649, -99.1224321123533 19.3277799854747, -99.1224316127545 19.3277997483641, -99.1224725462913 19.3278041013837, -99.1224803210188 19.3277836406245, -99.122534092221 19.3277886767884, -99.1225326217914 19.3278091267287, -99.1225260797576 19.3278095894394, -99.1225185063375 19.3278960073034, -99.122525773326 19.3278971528799, -99.1225223552585 19.3279238114179, -99.1224617945348 19.3279194729665, -99.1224635142821 19.3279013182248, -99.1224552000823 19.3279006157329, -99.1224555706334 19.3278737773309, -99.1224371050228 19.3278733759166, -99.1224348574369 19.327898895525, -99.1224228194751 19.3278978868484, -99.1224193801637 19.3279216085361))"
17M,17M|COY_07,Taller mecánico,Taller,Av. Santa Ana L-10,Santa Cruz Atoyac,San Francisco Culhuacán (Ejidos de Culhuacán),Coyoacán,1995,3,Muros de mampostería confinada,0.237,1.419156,89.32259,122.6817,0.1670007,Colapso total,Colapso de la planta baja o de toda la estructura,"Colapso del piso débil, provocando que el segundo nivel quedara aplastado también",Planta baja débil,4420,"POLYGON((-99.1249124338731 19.3296750587846, -99.1249125002135 19.3296746340513, -99.1249387077505 19.3294984332564, -99.1250410428528 19.3295066380492, -99.1250185886138 19.3296840668443))"
17M,17M|COY_129,Vivienda,Casa habitación,Ejido San Lorenzo Tezonco 105,Rancho Vista Hermosa y Calzada del Hueso,Girasoles II,Coyoacán,0,2,Muros de mampostería confinada,0.158,1.427462,89.32259,111.562,0.1106859,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento en pretil de acceso principal,"Irregularidad vertical
Autoconstrucción / Ampliaciones",4420,"POLYGON((-99.1249626223517 19.3321288583159, -99.1249627924037 19.3321270509775, -99.1249686299794 19.3320638574154, -99.1251570478213 19.3320798843083, -99.1251498123438 19.3321581782143))"
17M,17M|COY_130,Paka Comex,Comercio,Ejido San Lorenzo Tezonco 81,Cerro Coporo y Cerro Zapopan,Campestre Churubusco,Coyoacán,1966,3,Muros de mampostería confinada,0.237,1.414853,89.32259,122.6817,0.1675085,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento de muros de mampostería, desprendimiento de acabados de recubrimiento en muro",Autoconstrucción / Ampliaciones,4420,"POLYGON((-99.1260069749248 19.3323010688369, -99.1260070504195 19.3323001651678, -99.1260192936007 19.3321583884007, -99.1261140885146 19.3321657470873, -99.1261006904552 19.3323164883946))"
17M,17M|COY_64,Casa,Casa habitación,Canahutli 57,Eje 10 y Coyamel,Santo Domingo,Coyoacán,1994,3,Muros de mampostería confinada,0.237,0.506389,87.33902,129.5597,0.4680197,Menores,Grietas en acabados y elementos no estructurales,Grietas leves en muros y techo,Autoconstrucción / Ampliaciones,4369,"POLYGON((-99.1626809893461 19.3333913968963, -99.1627090461356 19.3333069523276, -99.1629368635206 19.3333770604505, -99.1629083313123 19.3334620114742))"
17M,17M|COY_74,Casa,Casa habitación,Calle C Manzana V 12,Av. E. Castellanos Quinto,Educación,Coyoacán,1959,2,Muros de mampostería confinada,0.158,1.318895,83.81169,117.3648,0.1197973,Menores,Grietas en acabados y elementos no estructurales,"El daño principal se encuentra en un muro de carga lateral colindante a otra casa habitación, muestra una grieta a 45 grados a lo largo de todo el muro de no mas de 3mm",Autoconstrucción / Ampliaciones,4400,"POLYGON((-99.1322633669723 19.3341127943906, -99.1323501271913 19.3340852588475, -99.1324538071416 19.33405235187, -99.132474272688 19.3341193546793, -99.1322893387016 19.3341815038641))"
17M,17M|COY_46,Casa,Casa habitación,Av. E. Castellanos Quinto 154,Av. Canal de Miramontes y D Manzana IX,Educación,Coyoacán,1957,2,Muros de mampostería confinada,0.158,1.291147,83.81169,117.3648,0.1223719,Menores,Grietas en acabados y elementos no estructurales,Daños graves y colapsos en muros no estructurales,Autoconstrucción / Ampliaciones,4400,"POLYGON((-99.135889848222 19.3343033277611, -99.1358904661225 19.334301972111, -99.1359641766626 19.3341401345157, -99.1359641086048 19.3341385259653, -99.1360300843167 19.3341629397425, -99.1360282755516 19.3341638889685, -99.1359458782178 19.3343247071701))"
17M,17M|COY_28,Edificio,Edificio de departamentos,Av. Pacifico 455,Emiliano Zapata y Candelaria,Candelaria,Coyoacán,1970,5,Marcos de concreto con muros de mampostería,0.48,0.909911,95.50877,352.3619,0.5275241,Graves,"Grietas grandes en muros, trabes o columnas",Grietas grandes en muros de mampostería. Grietas en columnas,"Planta baja débil
Edificio alargado",4380,"POLYGON((-99.1476408792065 19.3348899997069, -99.147641249747 19.3348890958574, -99.1477113963218 19.334718521249, -99.1480304496653 19.3348783968291, -99.1478463531989 19.3351168586749))"
17M,17M|COY_63,Edificio,Edificio de departamentos,Odontología 69,Esq. Peatonal Odontología,Copilco Universidad,Coyoacán,1984,10,Columnas y losa plana de concreto,1.199253,0.5,49.73932,109.3347,2.398506,Menores,Grietas en acabados y elementos no estructurales,Daño en aplanados y daños leves muros interiores,Efecto de esquina,4360,"POLYGON((-99.1805696400903 19.3352039646366, -99.1806733111246 19.3349455779005, -99.180869984717 19.3350123635103, -99.1808667004835 19.3350207623887, -99.1807673000737 19.3352749708178))"
17M,17M|COY_88,Casa,Casa habitación,Calle D Mz 1 3,Calz. De la Bombas,Alianza Popular Revolucionaria,Coyoacán,1976,3,Muros de mampostería confinada,0.237,1.412316,82.97096,114.9538,0.1678094,Menores,Grietas en acabados y elementos no estructurales,Existe un volado el cual tuvo un desprendimiento parcial,"Efecto de esquina
Irregularidad en planta",4400,"POLYGON((-99.1280839855997 19.3369905136439, -99.128093314697 19.336960320583, -99.1280938656836 19.336958513158, -99.1281367295035 19.3368190882759, -99.1281884854127 19.3368329024451, -99.1281827177332 19.3370198148642))"
17M,17M|COY_49,"Edifico Brasil, UH Integración Latinoamericana",Edificio de departamentos,Miguel A. Asturias 35,Cerro del Agua y Benito Juarez,Romero de Terrenos,Coyoacán,1978,16,Marcos de concreto con muros de mampostería,1.148428,0.5,69.36948,145.9012,2.296856,Menores,Grietas en acabados y elementos no estructurales,Grietas importantes en muros divisorios y grietas leves en elementos estructurales,Irregularidad en planta,4350,"POLYGON((-99.1771876199613 19.3375721755237, -99.1772106887345 19.3374984350678, -99.1773069166858 19.3375337681906, -99.1773442891827 19.337421894825, -99.1774219944021 19.3374479662131, -99.1773970855413 19.3375197194865, -99.1774957589289 19.3375536046845, -99.177469875401 19.3376225386547, -99.177371091511 19.3375917988268, -99.1773364992578 19.3377034354732, -99.1772603954685 19.3376788813837, -99.1772838353087 19.3376049237298))"
17M,17M|COY_06,Multifamiliar Tlalpan,Edificio de departamentos,Calzada de Tlalpan (Multifamiliar Tlalpan Edif. 1-C) 0,,Multifamiliar Tlalpan,Coyoacán,1970,5,Columnas y losa plana de concreto,0.6426638,1.223807,92.65218,397.3915,0.5251349,Colapso total,Colapso de la planta baja o de toda la estructura,Colapso de los 4 pisos superiores,Edificio alargado,4410,"POLYGON((-99.1418602499816 19.3383207798474, -99.1423478576694 19.3381849929314, -99.1423689782178 19.3382526401995, -99.1418915215558 19.3383867528714, -99.1418875470163 19.3383732161432, -99.1418773966031 19.3383758030732))"
17M,17M|COY_73,Edificio,Casa habitación,Calle A Manzana VII 21,Av. E. Castellanos Quinto y Calle B Manzana VII,Educación,Coyoacán,1980,3,Muros de mampostería confinada,0.237,1.404183,83.81169,134.1413,0.1687814,Menores,Grietas en acabados y elementos no estructurales,Grietas en junta losa-trabe,"Planta baja débil
Autoconstrucción / Ampliaciones",4400,"POLYGON((-99.1301028325121 19.3386418081492, -99.1301191115335 19.338572928097, -99.1302843264588 19.3386023348507, -99.1302700101056 19.3386718832339))"
17M,17M|COY_120,Edificio,Edificio de departamentos,Real de los Reyes 195,Cerro Tres Marías y Cerro Quetzal,Campestre Churubusco,Coyoacán,1977,6,Muros de mampostería confinada,0.474,0.7458478,86.2419,199.2089,0.6355184,Menores,Grietas en acabados y elementos no estructurales,"Desprendimiento de aplanados de muros, en escalera y en una columna",Planta baja débil,4330,"POLYGON((-99.1545864120663 19.3389871949189, -99.1545901037249 19.3389838045285, -99.1545917780111 19.3389819964201, -99.154668328912 19.3388992663917, -99.1547491314675 19.3389672204713, -99.1546602715321 19.3390731093443))"
17M,17M|COY_87,Casa,Casa habitación,Cda. Miguel Hidalgo 24 Int. 8,Esq. Rancho Guadalupe,Campestre Coyoacán,Coyoacán,1983,2,Muros de mampostería confinada,0.158,1.259194,103.5302,183.6832,0.1254771,Menores,Grietas en acabados y elementos no estructurales,Algunas grietas en muros de mampostería y aplanados,Ninguno apreciable,4260,"POLYGON((-99.1187594236478 19.3397821103598, -99.1188330693857 19.3394514475462, -99.1190324259962 19.3395106808975, -99.1190219682672 19.339537132623, -99.119480267291 19.3396597408923, -99.1194540015972 19.3398103993656, -99.1190118454718 19.3397019645169, -99.1189783094819 19.3398346698711, -99.1188629750004 19.3398069774885, -99.1188358559818 19.3398004605756))"
17M,17M|COY_92,Casa,Casa habitación,Cerro Tezonco 144,California y Calz. De Tlalpan,Parque San Andrés,Coyoacán,2006,2,Muros de mampostería confinada,0.158,1.243865,92.65218,167.5729,0.1270234,Menores,Grietas en acabados y elementos no estructurales,Grietas en acabados,Ninguno apreciable,4200,"POLYGON((-99.1397531408426 19.3399475247584, -99.1397563994444 19.3398960311234, -99.139758756648 19.3398589155776, -99.1399335493691 19.3398800272216, -99.1399299366636 19.3399717448356))"
17M,17M|COY_31,Edificio,Edificio de departamentos,Av. Pacifico 223,Cda. Plazuela de los Reyes,Los Reyes,Coyoacán,0,6,Marcos de concreto con muros de mampostería,0.550335,0.8835545,95.50877,389.999,0.6228648,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Grietas importantes en algunos muros,Planta baja débil,4330,"POLYGON((-99.1529871514478 19.3402524762768, -99.1531172454111 19.3397538978296, -99.1533996319261 19.340065457344, -99.153136779096 19.3403941330363))"
17M,17M|COY_78,Edificio,Edificio de departamentos,Av. De las Torres 23,Cerro del Fortín y Cerro del Peñón,Campestre Churubusco,Coyoacán,1968,6,Muros de mampostería confinada,0.474,1.205396,92.65218,317.4142,0.3932317,Menores,Grietas en acabados y elementos no estructurales,Golpeteo con edificios vecinas,"Efecto de esquina
Golpeteo
Edificio alargado",4200,"POLYGON((-99.1421070059626 19.3409842593982, -99.1421131721506 19.3408647960726, -99.1421163535472 19.3408032253255, -99.1421219303061 19.3406952573577, -99.1423071652422 19.3407206836632, -99.1422966308599 19.3408642501742))"
17M,17M|COY_85,Edificio,Edificio de departamentos,Calz.  Taxqueña 1530,Calle 2 y Calle 4,Espartaco,Coyoacán,1980,4,Marcos de concreto con muros de mampostería,0.4060306,1.386304,83.81169,170.0369,0.2928872,Menores,Grietas en acabados y elementos no estructurales,Pequeñas grietas en muros,Efecto de esquina,4200,"POLYGON((-99.1322553558865 19.3409209296104, -99.1322754981547 19.3408485967685, -99.1324221110574 19.3403287555142, -99.1327522217528 19.3404163867595, -99.1326819573073 19.3407601175737, -99.1325940228115 19.3409987550357))"
17M,17M|COY_41,Casa,Casa habitación,Mirlo 25,Av. Miguel Ángel de Quevedo y Jardín de las Rosas,El Rosedal,Coyoacán,1980,1,Marcos de concreto,0,0.9937434,95.50877,0,0,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Grietas por cortante en muros,Irregularidad en planta,4330,"POLYGON((-99.1519591151205 19.3420947320411, -99.1520266990105 19.3420773775117, -99.1520553438254 19.3420926876146, -99.1521710904667 19.3420658198786, -99.1521451491047 19.3421519381849, -99.1519861505242 19.3421943906845))"
17M,17M|COY_39,Edificio,Edificio de departamentos,Av. Canal de Miramontes 1868,Cerro de Zapopan,Campestre Churubusco,Coyoacán,1982,6,Marcos de concreto con muros de mampostería,0.550335,1.282486,83.81169,200.6816,0.4291158,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Grietas importantes por cortante en muros de mampostería,"Planta baja débil
Irregularidad en planta",4200,"POLYGON((-99.1369898983447 19.3425443960897, -99.1370231594177 19.342468228127, -99.1371801976905 19.3425355460184, -99.1371743808478 19.3426259337844, -99.1369978839989 19.3425487506046))"
17M,17M|COY_27,Edificio,Edificio de departamentos,Paseos los Laureles 187,Esq. Paseos los Sauces,Paseos de Taxqueña,Coyoacán,1981,9,Marcos de concreto con muros de mampostería,0.7459258,1.522804,82.97096,183.6327,0.489837,Menores,Grietas en acabados y elementos no estructurales,"Desprendimiento de la mayor parte del acabado de fachada principal, presencia de pequeñas grietas en columnas","Golpeteo
Planta baja débil
Irregularidad en planta",4250,"POLYGON((-99.1222985894018 19.3432537861565, -99.1223048176586 19.3430292529782, -99.1225798458956 19.343032485398, -99.1225738413295 19.3432626392324))"
17M,17M|COY_96,Edificio,Edificio de departamentos,Canal de Miramontes 1866,Av. Miguel Ángel de Quevedo y Oxtopulco,Barrio Oxtopulco Universidad,Coyoacán,1971,6,Marcos de concreto con muros de mampostería,0.550335,1.290422,83.81169,200.6816,0.4264768,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento menor en trabe, desprendimiento de acabos de recubrimiento de loseta y concreto.","Golpeteo
Irregularidad en planta
Efecto de columna corta",4200,"POLYGON((-99.1369394272897 19.3426769657579, -99.1369978839989 19.3425487506046, -99.1371743808478 19.3426259337844, -99.1371649367214 19.3427727393202, -99.1370766653024 19.3427352501694, -99.1370426106814 19.3427207874775))"
17M,17M|COY_62,Edificio,Edificio de departamentos,Av. Universidad 1855,Oxtopulco y Cerro Tuera,Barrio Oxtopulco Universidad,Coyoacán,1964,6,Muros de mampostería confinada,0.474,0.5,49.73932,85.7758,0.948,Menores,Grietas en acabados y elementos no estructurales,Grietas en muros de mampostería,Ninguno apreciable,4318,"POLYGON((-99.1815473786119 19.3431285448877, -99.1815651234704 19.3430408592555, -99.181874221135 19.3430930071341, -99.1818561823176 19.3431815155792))"
17M,17M|COY_38,Edificio,Comercio,Antigua Taxqueña 47,Esq. Alemania,Parque San Andrés,Coyoacán,1971,6,Marcos de concreto,0.7572634,1.109401,95.50877,500.7285,0.6825876,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Grietas por cortante en muros,Ubicación en cuña,4040,"POLYGON((-99.1486503725139 19.3432780568287, -99.148771819125 19.3433190095273, -99.1488698853385 19.3433520696199, -99.148883130205 19.3433870863126, -99.1487402434828 19.3434511638057))"
17M,17M|COY_22,Edificio,Oficina privada,Miguel Ángel de Quevedo 980,Inglaterra y América,Parque San Andrés,Coyoacán,1978,5,Marcos de concreto,0.6426638,1.003043,95.50877,439.4051,0.6407139,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Agrietamiento en unión de columnas y muros divisorios,"Efecto de esquina
Golpeteo
Irregularidad en planta",4040,"POLYGON((-99.1523460457239 19.3433551388628, -99.1524405321957 19.3433156251617, -99.1525530776031 19.343333223832, -99.1525732041523 19.343539836478, -99.1525571635625 19.3435379253029, -99.1524782057955 19.3437678666103))"
